,address,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and_last (Mins),Sent_tnx,Received_tnx,NumberofCreated_Contracts,UniqueReceivedFrom_Addresses,UniqueSentTo_Addresses20,MinValueReceived,MaxValueReceived,AvgValueReceived5Average,MinValSent,MaxValSent,AvgValSent,MinValueSentToContract,MaxValueSentToContract,AvgValueSentToContract,TotalTransactions(IncludingTnxtoCreate_Contract),TotalEtherSent,TotalEtherReceived,TotalEtherSent_Contracts,TotalEtherBalance,TotalERC20Tnxs:,ERC20TotalEther_Received:,ERC20TotalEther_Sent:,ERC20TotalEtherSentContract:,ERC20UniqSent_Addr:,ERC20UniqRec_Addr:,ERC20UniqRecContractAddr:,ERC20AvgTimeBetweenSent_Tnx,ERC20AvgTimeBetweenRec_Tnx,ERC20AvgTimeBetweenContract_Tnx,ERC20MinVal_Rec,ERC20MaxVal_Rec,ERC20AvgVal_Rec,ERC20MinVal_Sent,ERC20MaxVal_Sent,ERC20AvgVal_Sent,ERC20UniqSentTokenName,ERC20UniqRecTokenName,ERC20MostSentTokenType,ERC20MostRecTokenType
1345,0x7069bb601755f69c81560192ecc2a62fed1c20b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,0x7083c1bb9a6d9c73cb9b3c200e992e43ff103462,6326848,16727.74074,6698740,2,28,0,23,2,1.01E+17,5E+18,3.57E+16,1.5E+19,2.09E+19,1.05E+19,0,0,0,30,2.09208E+19,1E+18,0,0,3,1500000000000081000911,0,0,0,2,0,0,1876275,0,911,1.5E+21,7.50E+20,0,0,0,0,3,0,Free BOB Tokens - BobsRepair.com
1347,0x7098c7113c2ecaf48baad07e598c74c2689a5795,242,5409.277778,97367,2,19,0,14,2,1.00E+17,14653805924041782216,1.05E+16,1261769314041782216,4.80E+19,6.31E+17,0,0,0,21,1261769314041782216,2E+17,0,2E+17,7,6674000000000001688,0,5.51E+19,0,4,2,0,11833168.5,27814556,777,4E+18,1.67E+18,0,0,0,0,5,0,VIU
1348,0x70a1d170d055d0b5edda1056747119550cfc40cc,0,0,130270,1,1,0,1,1,3.87E+17,3.86582E+17,3.87E+17,3.86456E+17,3.86E+17,3.86E+17,0,0,0,2,3.86456E+17,3.86582E+17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,0x70ba69fcb5720ba8d573b78f641eecb775c0e5a9,378617.7222,491477.1538,6832150,19,14,0,10,13,1.00E+17,2.1E+18,1.43E+16,17379645951783896,1.09E+18,4.33094E+15,0,0,0,33,82287836225936958,2E+17,0,1782402222188812,4,1.00267E+21,0,2.16E+18,0,3,1,0,16998792.5,0,1.337E+18,1E+21,5.01E+20,0,0,0,0,3,0,A Ubcoin.io ICO 16 mln users already
1350,0x70e02b0509d67ade18914729d3905994585a5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,0x70f36e78224389c462dd0fc7fe1627a2928031c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,0x710b1d822e0e5b9d55f123598f383667502c3a51,0,0,65296,1,1,0,1,1,5.04E+17,5.04E+17,5.04E+17,5.0295E+17,5.03E+17,5.03E+17,0,0,0,2,5.0295E+17,5.04E+17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,0x71108be9c232722dd6839a6fbad171cf44d3ffaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1E+16,0,0,0,1,0,0,0,0,1E+16,1E+16,0,0,0,0,0,1,0,Arnoya classic
1354,0x713a6f26525b24581cbe20679811af8680abdddd,0,1842.105263,188068,1,20,0,17,1,1.52358E+15,1.22534E+18,2.45E+16,1.06153E+19,1.06E+19,1.06E+19,0,0,0,21,1.06153E+19,4.9E+17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,0x71486336caed5fa8e37ff8b31b9d67d08fbdc262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337E+19,0,0,0,1,0,0,0,0,1.337E+19,1.337E+19,0,0,0,0,0,1,0,Blockwell say NOTSAFU
1356,0x717d2041c516573a0e27f552cdb6c5c3ec7b4e09,0,5902.2,94218075,1,6,0,6,1,2.00E+16,1.25E+18,3.33333E+15,3.83675E+18,3.84E+18,3.84E+18,0,0,0,7,3.83675E+18,2E+16,0,0,3,36000000,0,1.01E+20,0,1,2,0,0,6668273,36000000,36000000,0,0,0,0,0,1,0,Tronix
1357,0x718ee443ffdf50b30a5e8226d4ff71e605c5ca7c,0,0,19720,1,1,0,1,1,5.10E+17,5.1E+17,5.10E+17,5.08614E+17,5.09E+17,5.09E+17,0,0,0,2,5.08614E+17,5.1E+17,0,0,3,2.684E+18,0,0,0,3,0,0,57826804.5,0,1E+16,1.337E+18,1.34E+18,0,0,0,0,3,0,Blockwell say NOTSAFU
1358,0x71b7767a9464ea1ad82db434f06d9330d34a9fe5,0,0,2840678,1,1,0,1,1,3.00E+17,3E+17,3.00E+17,2.99811E+17,3.00E+17,3.00E+17,0,0,0,2,2.99811E+17,3E+17,0,0,1,0,0,2.14E+18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,0x71c4409d6c37d0c15027ab6108380012bb5ee6a5,0,0,0,0,1,0,1,0,2.969E+15,2.969E+15,2.969E+15,0,0,0,0,0,0,1,0,2.969E+15,0,2.969E+15,1,1.337E+19,0,0,0,1,0,0,0,0,1.337E+19,1.337E+19,0,0,0,0,0,1,0,Blockwell say NOTSAFU
1360,0x71f2a8318b728f39483237f99c347b743cc4fb47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1E+16,0,0,0,1,0,0,0,0,1E+16,1E+16,0,0,0,0,0,1,0,Arnoya classic
1361,0x72696ce345abb71398384e42cfbf6c9a995246c0,0,107625,181150,1,2,0,2,1,3.33E+16,2E+18,1.00E+18,2.03284E+18,2.03E+18,2.03E+18,0,0,0,3,2.03284E+18,2E+18,0,0,1,1.337E+19,0,0,0,1,0,0,0,0,1.337E+19,1.337E+19,0,0,0,0,0,1,0,Blockwell say NOTSAFU
1362,0x72a66bba491f0c696c4c4e3154d07b241d371944,171613.7907,199015.8824,7786012,44,18,0,15,44,4.72E+16,5E+18,2.20E+16,4.83826E+15,3.00E+18,2.81E+16,0,0,0,62,1.23773E+18,3.96E+17,0,5331032670,3,8.64058E+22,0,0,0,3,0,0,73249920,0,1E+16,8.6398E+22,4.32E+22,0,0,0,0,3,0,CANDY
